id,annotator,text,L1_label,L2_label,full_label
192,A_3,"I tried to update my credit card because my old one expired. Your page gave an error, but then I see you've charged my new card anyway! But my account still says my payment is 'due'. This makes me want to cancel everything. Can you fix my account status and make sure I wasn't double-charged?",Billing,Unrecognized Charge,Billing_Unrecognized Charge
192,A_4,"I tried to update my credit card because my old one expired. Your page gave an error, but then I see you've charged my new card anyway! But my account still says my payment is 'due'. This makes me want to cancel everything. Can you fix my account status and make sure I wasn't double-charged?",Account Management,Update Personal Info,Account Management_Update Personal Info
192,A_5,"I tried to update my credit card because my old one expired. Your page gave an error, but then I see you've charged my new card anyway! But my account still says my payment is 'due'. This makes me want to cancel everything. Can you fix my account status and make sure I wasn't double-charged?",Account Management,Update Personal Info,Account Management_Update Personal Info
192,A_6,"I tried to update my credit card because my old one expired. Your page gave an error, but then I see you've charged my new card anyway! But my account still says my payment is 'due'. This makes me want to cancel everything. Can you fix my account status and make sure I wasn't double-charged?",Billing,Unrecognized Charge,Billing_Unrecognized Charge
192,A_7,"I tried to update my credit card because my old one expired. Your page gave an error, but then I see you've charged my new card anyway! But my account still says my payment is 'due'. This makes me want to cancel everything. Can you fix my account status and make sure I wasn't double-charged?",Account Management,Update Personal Info,Account Management_Update Personal Info
193,A_1,"I'm looking at my invoice and I don't understand these charges. I tried to log in to see the details, but your password reset tool is broken and the email never comes. The whole website is also lagging badly. My main problem is I just need to understand what you're billing me for.",Billing,Invoice Inquiry,Billing_Invoice Inquiry
193,A_2,"I'm looking at my invoice and I don't understand these charges. I tried to log in to see the details, but your password reset tool is broken and the email never comes. The whole website is also lagging badly. My main problem is I just need to understand what you're billing me for.",Billing,Invoice Inquiry,Billing_Invoice Inquiry
193,A_3,"I'm looking at my invoice and I don't understand these charges. I tried to log in to see the details, but your password reset tool is broken and the email never comes. The whole website is also lagging badly. My main problem is I just need to understand what you're billing me for.",Billing,Invoice Inquiry,Billing_Invoice Inquiry
193,A_4,"I'm looking at my invoice and I don't understand these charges. I tried to log in to see the details, but your password reset tool is broken and the email never comes. The whole website is also lagging badly. My main problem is I just need to understand what you're billing me for.",Technical Issue,Login Issue,Technical Issue_Login Issue
193,A_5,"I'm looking at my invoice and I don't understand these charges. I tried to log in to see the details, but your password reset tool is broken and the email never comes. The whole website is also lagging badly. My main problem is I just need to understand what you're billing me for.",Account Management,Password Reset,Account Management_Password Reset
193,A_6,"I'm looking at my invoice and I don't understand these charges. I tried to log in to see the details, but your password reset tool is broken and the email never comes. The whole website is also lagging badly. My main problem is I just need to understand what you're billing me for.",Account Management,Password Reset,Account Management_Password Reset
193,A_7,"I'm looking at my invoice and I don't understand these charges. I tried to log in to see the details, but your password reset tool is broken and the email never comes. The whole website is also lagging badly. My main problem is I just need to understand what you're billing me for.",Billing,Invoice Inquiry,Billing_Invoice Inquiry
194,A_1,"I've had it. Your app is slow, a key feature has been buggy for weeks, and you just charged me anyway. I want a refund for the last 2 months. If I don't get it, I'm issuing a chargeback and closing my account. This is your last chance before I complain about you everywhere I can online.",Billing,Refund Request,Billing_Refund Request
194,A_2,"I've had it. Your app is slow, a key feature has been buggy for weeks, and you just charged me anyway. I want a refund for the last 2 months. If I don't get it, I'm issuing a chargeback and closing my account. This is your last chance before I complain about you everywhere I can online.",Billing,Refund Request,Billing_Refund Request
194,A_3,"I've had it. Your app is slow, a key feature has been buggy for weeks, and you just charged me anyway. I want a refund for the last 2 months. If I don't get it, I'm issuing a chargeback and closing my account. This is your last chance before I complain about you everywhere I can online.",Billing,Refund Request,Billing_Refund Request
194,A_4,"I've had it. Your app is slow, a key feature has been buggy for weeks, and you just charged me anyway. I want a refund for the last 2 months. If I don't get it, I'm issuing a chargeback and closing my account. This is your last chance before I complain about you everywhere I can online.",Account Management,Close Account,Account Management_Close Account
194,A_5,"I've had it. Your app is slow, a key feature has been buggy for weeks, and you just charged me anyway. I want a refund for the last 2 months. If I don't get it, I'm issuing a chargeback and closing my account. This is your last chance before I complain about you everywhere I can online.",Technical Issue,Performance Issue,Technical Issue_Performance Issue
194,A_6,"I've had it. Your app is slow, a key feature has been buggy for weeks, and you just charged me anyway. I want a refund for the last 2 months. If I don't get it, I'm issuing a chargeback and closing my account. This is your last chance before I complain about you everywhere I can online.",Technical Issue,Performance Issue,Technical Issue_Performance Issue
194,A_7,"I've had it. Your app is slow, a key feature has been buggy for weeks, and you just charged me anyway. I want a refund for the last 2 months. If I don't get it, I'm issuing a chargeback and closing my account. This is your last chance before I complain about you everywhere I can online.",Technical Issue,Performance Issue,Technical Issue_Performance Issue
195,A_1,"I am trying to delete my account but the button gives me a 'Permission Denied' error. It feels like you're holding my data hostage. I want my account and all my info deleted. And your login is a joke, it makes me reset my password constantly. Just confirm that my account is gone.",Account Management,Close Account,Account Management_Close Account
195,A_2,"I am trying to delete my account but the button gives me a 'Permission Denied' error. It feels like you're holding my data hostage. I want my account and all my info deleted. And your login is a joke, it makes me reset my password constantly. Just confirm that my account is gone.",Account Management,Close Account,Account Management_Close Account
195,A_3,"I am trying to delete my account but the button gives me a 'Permission Denied' error. It feels like you're holding my data hostage. I want my account and all my info deleted. And your login is a joke, it makes me reset my password constantly. Just confirm that my account is gone.",Account Management,Close Account,Account Management_Close Account
195,A_4,"I am trying to delete my account but the button gives me a 'Permission Denied' error. It feels like you're holding my data hostage. I want my account and all my info deleted. And your login is a joke, it makes me reset my password constantly. Just confirm that my account is gone.",Technical Issue,Feature Bug,Technical Issue_Feature Bug
195,A_5,"I am trying to delete my account but the button gives me a 'Permission Denied' error. It feels like you're holding my data hostage. I want my account and all my info deleted. And your login is a joke, it makes me reset my password constantly. Just confirm that my account is gone.",Account Management,Close Account,Account Management_Close Account
195,A_6,"I am trying to delete my account but the button gives me a 'Permission Denied' error. It feels like you're holding my data hostage. I want my account and all my info deleted. And your login is a joke, it makes me reset my password constantly. Just confirm that my account is gone.",Account Management,Password Reset,Account Management_Password Reset
195,A_7,"I am trying to delete my account but the button gives me a 'Permission Denied' error. It feels like you're holding my data hostage. I want my account and all my info deleted. And your login is a joke, it makes me reset my password constantly. Just confirm that my account is gone.",Account Management,Close Account,Account Management_Close Account
196,A_1,"I was told I would receive a refund for an unrecognized charge 15 days ago. The money is not in my bank. Where is it? Your support is useless. Every time I log in to check the billing page, it just hangs and freezes. I want the transaction ID for the refund and I want you to fix your broken site.",Billing,Refund Request,Billing_Refund Request
196,A_2,"I was told I would receive a refund for an unrecognized charge 15 days ago. The money is not in my bank. Where is it? Your support is useless. Every time I log in to check the billing page, it just hangs and freezes. I want the transaction ID for the refund and I want you to fix your broken site.",Billing,Refund Request,Billing_Refund Request
196,A_3,"I was told I would receive a refund for an unrecognized charge 15 days ago. The money is not in my bank. Where is it? Your support is useless. Every time I log in to check the billing page, it just hangs and freezes. I want the transaction ID for the refund and I want you to fix your broken site.",Billing,Refund Request,Billing_Refund Request
196,A_4,"I was told I would receive a refund for an unrecognized charge 15 days ago. The money is not in my bank. Where is it? Your support is useless. Every time I log in to check the billing page, it just hangs and freezes. I want the transaction ID for the refund and I want you to fix your broken site.",Billing,Unrecognized Charge,Billing_Unrecognized Charge
196,A_5,"I was told I would receive a refund for an unrecognized charge 15 days ago. The money is not in my bank. Where is it? Your support is useless. Every time I log in to check the billing page, it just hangs and freezes. I want the transaction ID for the refund and I want you to fix your broken site.",Billing,Refund Request,Billing_Refund Request
196,A_6,"I was told I would receive a refund for an unrecognized charge 15 days ago. The money is not in my bank. Where is it? Your support is useless. Every time I log in to check the billing page, it just hangs and freezes. I want the transaction ID for the refund and I want you to fix your broken site.",Technical Issue,Performance Issue,Technical Issue_Performance Issue
196,A_7,"I was told I would receive a refund for an unrecognized charge 15 days ago. The money is not in my bank. Where is it? Your support is useless. Every time I log in to check the billing page, it just hangs and freezes. I want the transaction ID for the refund and I want you to fix your broken site.",Billing,Refund Request,Billing_Refund Request
197,A_1,"Our company's main contact has left. I need to take over the account and update the admin name and email. I cannot find where to do this. This is urgent because our invoice is now overdue and I cannot pay it until the info is correct for our records. On top of that, the main login credentials stopped working recently. Please help.",Account Management,Update Personal Info,Account Management_Update Personal Info
197,A_2,"Our company's main contact has left. I need to take over the account and update the admin name and email. I cannot find where to do this. This is urgent because our invoice is now overdue and I cannot pay it until the info is correct for our records. On top of that, the main login credentials stopped working recently. Please help.",Account Management,Update Personal Info,Account Management_Update Personal Info
197,A_3,"Our company's main contact has left. I need to take over the account and update the admin name and email. I cannot find where to do this. This is urgent because our invoice is now overdue and I cannot pay it until the info is correct for our records. On top of that, the main login credentials stopped working recently. Please help.",Account Management,Update Personal Info,Account Management_Update Personal Info
197,A_4,"Our company's main contact has left. I need to take over the account and update the admin name and email. I cannot find where to do this. This is urgent because our invoice is now overdue and I cannot pay it until the info is correct for our records. On top of that, the main login credentials stopped working recently. Please help.",Technical Issue,Login Issue,Technical Issue_Login Issue
197,A_5,"Our company's main contact has left. I need to take over the account and update the admin name and email. I cannot find where to do this. This is urgent because our invoice is now overdue and I cannot pay it until the info is correct for our records. On top of that, the main login credentials stopped working recently. Please help.",Account Management,Update Personal Info,Account Management_Update Personal Info
197,A_6,"Our company's main contact has left. I need to take over the account and update the admin name and email. I cannot find where to do this. This is urgent because our invoice is now overdue and I cannot pay it until the info is correct for our records. On top of that, the main login credentials stopped working recently. Please help.",Billing,Invoice Inquiry,Billing_Invoice Inquiry
197,A_7,"Our company's main contact has left. I need to take over the account and update the admin name and email. I cannot find where to do this. This is urgent because our invoice is now overdue and I cannot pay it until the info is correct for our records. On top of that, the main login credentials stopped working recently. Please help.",Account Management,Update Personal Info,Account Management_Update Personal Info
198,A_1,"URGENT. I'm locked out. I try to log in, it just says 'processing...' forever. I can't reset my password because I don't have access to that old email address anymore. How am I supposed to update my email if I can't get in? This is a logical paradox and my entire business depends on accessing my files. Fix this now.",Technical Issue,Login Issue,Technical Issue_Login Issue
198,A_2,"URGENT. I'm locked out. I try to log in, it just says 'processing...' forever. I can't reset my password because I don't have access to that old email address anymore. How am I supposed to update my email if I can't get in? This is a logical paradox and my entire business depends on accessing my files. Fix this now.",Technical Issue,Login Issue,Technical Issue_Login Issue
198,A_3,"URGENT. I'm locked out. I try to log in, it just says 'processing...' forever. I can't reset my password because I don't have access to that old email address anymore. How am I supposed to update my email if I can't get in? This is a logical paradox and my entire business depends on accessing my files. Fix this now.",Technical Issue,Login Issue,Technical Issue_Login Issue
198,A_4,"URGENT. I'm locked out. I try to log in, it just says 'processing...' forever. I can't reset my password because I don't have access to that old email address anymore. How am I supposed to update my email if I can't get in? This is a logical paradox and my entire business depends on accessing my files. Fix this now.",Account Management,Update Personal Info,Account Management_Update Personal Info
198,A_5,"URGENT. I'm locked out. I try to log in, it just says 'processing...' forever. I can't reset my password because I don't have access to that old email address anymore. How am I supposed to update my email if I can't get in? This is a logical paradox and my entire business depends on accessing my files. Fix this now.",Technical Issue,Login Issue,Technical Issue_Login Issue
198,A_6,"URGENT. I'm locked out. I try to log in, it just says 'processing...' forever. I can't reset my password because I don't have access to that old email address anymore. How am I supposed to update my email if I can't get in? This is a logical paradox and my entire business depends on accessing my files. Fix this now.",Account Management,Password Reset,Account Management_Password Reset
198,A_7,"URGENT. I'm locked out. I try to log in, it just says 'processing...' forever. I can't reset my password because I don't have access to that old email address anymore. How am I supposed to update my email if I can't get in? This is a logical paradox and my entire business depends on accessing my files. Fix this now.",Technical Issue,Login Issue,Technical Issue_Login Issue
199,A_1,What is this $220 charge from yesterday? I did not purchase anything. I tried to use your 'dispute' form on the site but the button is broken. This is so frustrating. I need this charge reversed and a confirmation sent to me. Your app is also so slow I can barely click anything.,Billing,Unrecognized Charge,Billing_Unrecognized Charge
199,A_2,What is this $220 charge from yesterday? I did not purchase anything. I tried to use your 'dispute' form on the site but the button is broken. This is so frustrating. I need this charge reversed and a confirmation sent to me. Your app is also so slow I can barely click anything.,Billing,Unrecognized Charge,Billing_Unrecognized Charge
199,A_3,What is this $220 charge from yesterday? I did not purchase anything. I tried to use your 'dispute' form on the site but the button is broken. This is so frustrating. I need this charge reversed and a confirmation sent to me. Your app is also so slow I can barely click anything.,Billing,Unrecognized Charge,Billing_Unrecognized Charge
199,A_4,What is this $220 charge from yesterday? I did not purchase anything. I tried to use your 'dispute' form on the site but the button is broken. This is so frustrating. I need this charge reversed and a confirmation sent to me. Your app is also so slow I can barely click anything.,Technical Issue,Feature Bug,Technical Issue_Feature Bug
199,A_5,What is this $220 charge from yesterday? I did not purchase anything. I tried to use your 'dispute' form on the site but the button is broken. This is so frustrating. I need this charge reversed and a confirmation sent to me. Your app is also so slow I can barely click anything.,Billing,Unrecognized Charge,Billing_Unrecognized Charge
199,A_6,What is this $220 charge from yesterday? I did not purchase anything. I tried to use your 'dispute' form on the site but the button is broken. This is so frustrating. I need this charge reversed and a confirmation sent to me. Your app is also so slow I can barely click anything.,Billing,Unrecognized Charge,Billing_Unrecognized Charge
199,A_7,What is this $220 charge from yesterday? I did not purchase anything. I tried to use your 'dispute' form on the site but the button is broken. This is so frustrating. I need this charge reversed and a confirmation sent to me. Your app is also so slow I can barely click anything.,Billing,Unrecognized Charge,Billing_Unrecognized Charge
200,A_1,"I'm trying to cancel my subscription but your website is making it impossible. After logging in, the 'Billing' page is just blank white. Is this a bug or are you trying to stop people from leaving? I will not pay for another month. Process my account closure and refund the last charge.",Account Management,Close Account,Account Management_Close Account
200,A_2,"I'm trying to cancel my subscription but your website is making it impossible. After logging in, the 'Billing' page is just blank white. Is this a bug or are you trying to stop people from leaving? I will not pay for another month. Process my account closure and refund the last charge.",Account Management,Close Account,Account Management_Close Account
200,A_3,"I'm trying to cancel my subscription but your website is making it impossible. After logging in, the 'Billing' page is just blank white. Is this a bug or are you trying to stop people from leaving? I will not pay for another month. Process my account closure and refund the last charge.",Account Management,Close Account,Account Management_Close Account
200,A_4,"I'm trying to cancel my subscription but your website is making it impossible. After logging in, the 'Billing' page is just blank white. Is this a bug or are you trying to stop people from leaving? I will not pay for another month. Process my account closure and refund the last charge.",Technical Issue,Feature Bug,Technical Issue_Feature Bug
200,A_5,"I'm trying to cancel my subscription but your website is making it impossible. After logging in, the 'Billing' page is just blank white. Is this a bug or are you trying to stop people from leaving? I will not pay for another month. Process my account closure and refund the last charge.",Account Management,Close Account,Account Management_Close Account
200,A_6,"I'm trying to cancel my subscription but your website is making it impossible. After logging in, the 'Billing' page is just blank white. Is this a bug or are you trying to stop people from leaving? I will not pay for another month. Process my account closure and refund the last charge.",Billing,Unrecognized Charge,Billing_Unrecognized Charge
200,A_7,"I'm trying to cancel my subscription but your website is making it impossible. After logging in, the 'Billing' page is just blank white. Is this a bug or are you trying to stop people from leaving? I will not pay for another month. Process my account closure and refund the last charge.",Technical Issue,Login Issue,Technical Issue_Login Issue
201,A_1,"Your system made me change my password, and now the new one won't work. I am locked out. I have a bill due in two days, but I cannot get in to pay it. Are you going to hit me with late fees because your own login is broken? This is outrageous. Fix my access so I can pay you.",Technical Issue,Login Issue,Technical Issue_Login Issue
201,A_2,"Your system made me change my password, and now the new one won't work. I am locked out. I have a bill due in two days, but I cannot get in to pay it. Are you going to hit me with late fees because your own login is broken? This is outrageous. Fix my access so I can pay you.",Technical Issue,Login Issue,Technical Issue_Login Issue
201,A_3,"Your system made me change my password, and now the new one won't work. I am locked out. I have a bill due in two days, but I cannot get in to pay it. Are you going to hit me with late fees because your own login is broken? This is outrageous. Fix my access so I can pay you.",Technical Issue,Login Issue,Technical Issue_Login Issue
201,A_4,"Your system made me change my password, and now the new one won't work. I am locked out. I have a bill due in two days, but I cannot get in to pay it. Are you going to hit me with late fees because your own login is broken? This is outrageous. Fix my access so I can pay you.",Account Management,Password Reset,Account Management_Password Reset
201,A_5,"Your system made me change my password, and now the new one won't work. I am locked out. I have a bill due in two days, but I cannot get in to pay it. Are you going to hit me with late fees because your own login is broken? This is outrageous. Fix my access so I can pay you.",Account Management,Password Reset,Account Management_Password Reset
201,A_6,"Your system made me change my password, and now the new one won't work. I am locked out. I have a bill due in two days, but I cannot get in to pay it. Are you going to hit me with late fees because your own login is broken? This is outrageous. Fix my access so I can pay you.",Account Management,Password Reset,Account Management_Password Reset
201,A_7,"Your system made me change my password, and now the new one won't work. I am locked out. I have a bill due in two days, but I cannot get in to pay it. Are you going to hit me with late fees because your own login is broken? This is outrageous. Fix my access so I can pay you.",Account Management,Password Reset,Account Management_Password Reset
202,A_1,I have been trying for a week to get a refund for an overcharge. No one responds. The login page is so slow it is useless. I am just going to dispute the charge with my bank and close my account if a human doesn't reply today. This is my final message. You've been warned.,Billing,Refund Request,Billing_Refund Request
202,A_2,I have been trying for a week to get a refund for an overcharge. No one responds. The login page is so slow it is useless. I am just going to dispute the charge with my bank and close my account if a human doesn't reply today. This is my final message. You've been warned.,Billing,Refund Request,Billing_Refund Request
202,A_3,I have been trying for a week to get a refund for an overcharge. No one responds. The login page is so slow it is useless. I am just going to dispute the charge with my bank and close my account if a human doesn't reply today. This is my final message. You've been warned.,Billing,Refund Request,Billing_Refund Request
202,A_4,I have been trying for a week to get a refund for an overcharge. No one responds. The login page is so slow it is useless. I am just going to dispute the charge with my bank and close my account if a human doesn't reply today. This is my final message. You've been warned.,Account Management,Close Account,Account Management_Close Account
202,A_5,I have been trying for a week to get a refund for an overcharge. No one responds. The login page is so slow it is useless. I am just going to dispute the charge with my bank and close my account if a human doesn't reply today. This is my final message. You've been warned.,Technical Issue,Performance Issue,Technical Issue_Performance Issue
202,A_6,I have been trying for a week to get a refund for an overcharge. No one responds. The login page is so slow it is useless. I am just going to dispute the charge with my bank and close my account if a human doesn't reply today. This is my final message. You've been warned.,Technical Issue,Performance Issue,Technical Issue_Performance Issue
202,A_7,I have been trying for a week to get a refund for an overcharge. No one responds. The login page is so slow it is useless. I am just going to dispute the charge with my bank and close my account if a human doesn't reply today. This is my final message. You've been warned.,Billing,Refund Request,Billing_Refund Request
203,A_1,"My business was acquired and I have to update the company name on our account for legal reasons. I also must update the billing address. When I try to save the new information in my profile, I get a generic 'update failed' error. Can you please help me get my account info updated?",Account Management,Update Personal Info,Account Management_Update Personal Info
203,A_2,"My business was acquired and I have to update the company name on our account for legal reasons. I also must update the billing address. When I try to save the new information in my profile, I get a generic 'update failed' error. Can you please help me get my account info updated?",Account Management,Update Personal Info,Account Management_Update Personal Info
203,A_3,"My business was acquired and I have to update the company name on our account for legal reasons. I also must update the billing address. When I try to save the new information in my profile, I get a generic 'update failed' error. Can you please help me get my account info updated?",Account Management,Update Personal Info,Account Management_Update Personal Info
203,A_4,"My business was acquired and I have to update the company name on our account for legal reasons. I also must update the billing address. When I try to save the new information in my profile, I get a generic 'update failed' error. Can you please help me get my account info updated?",Technical Issue,Feature Bug,Technical Issue_Feature Bug
203,A_5,"My business was acquired and I have to update the company name on our account for legal reasons. I also must update the billing address. When I try to save the new information in my profile, I get a generic 'update failed' error. Can you please help me get my account info updated?",Account Management,Update Personal Info,Account Management_Update Personal Info
203,A_6,"My business was acquired and I have to update the company name on our account for legal reasons. I also must update the billing address. When I try to save the new information in my profile, I get a generic 'update failed' error. Can you please help me get my account info updated?",Account Management,Update Personal Info,Account Management_Update Personal Info
203,A_7,"My business was acquired and I have to update the company name on our account for legal reasons. I also must update the billing address. When I try to save the new information in my profile, I get a generic 'update failed' error. Can you please help me get my account info updated?",Account Management,Update Personal Info,Account Management_Update Personal Info
204,A_1,"Your checkout form is broken. I tried to upgrade. It said my card was declined, but my bank shows the charge is pending! So now I have been charged but my account is still basic. And when I try to log in now, it says my account does not exist. What happened?! Either give me the upgrade or my money back.",Billing,Unrecognized Charge,Billing_Unrecognized Charge
204,A_2,"Your checkout form is broken. I tried to upgrade. It said my card was declined, but my bank shows the charge is pending! So now I have been charged but my account is still basic. And when I try to log in now, it says my account does not exist. What happened?! Either give me the upgrade or my money back.",Billing,Unrecognized Charge,Billing_Unrecognized Charge
204,A_3,"Your checkout form is broken. I tried to upgrade. It said my card was declined, but my bank shows the charge is pending! So now I have been charged but my account is still basic. And when I try to log in now, it says my account does not exist. What happened?! Either give me the upgrade or my money back.",Billing,Refund Request,Billing_Refund Request
204,A_4,"Your checkout form is broken. I tried to upgrade. It said my card was declined, but my bank shows the charge is pending! So now I have been charged but my account is still basic. And when I try to log in now, it says my account does not exist. What happened?! Either give me the upgrade or my money back.",Technical Issue,Login Issue,Technical Issue_Login Issue
204,A_5,"Your checkout form is broken. I tried to upgrade. It said my card was declined, but my bank shows the charge is pending! So now I have been charged but my account is still basic. And when I try to log in now, it says my account does not exist. What happened?! Either give me the upgrade or my money back.",Billing,Unrecognized Charge,Billing_Unrecognized Charge
204,A_6,"Your checkout form is broken. I tried to upgrade. It said my card was declined, but my bank shows the charge is pending! So now I have been charged but my account is still basic. And when I try to log in now, it says my account does not exist. What happened?! Either give me the upgrade or my money back.",Billing,Unrecognized Charge,Billing_Unrecognized Charge
204,A_7,"Your checkout form is broken. I tried to upgrade. It said my card was declined, but my bank shows the charge is pending! So now I have been charged but my account is still basic. And when I try to log in now, it says my account does not exist. What happened?! Either give me the upgrade or my money back.",Technical Issue,Feature Bug,Technical Issue_Feature Bug
205,A_1,"I want to close my account. The site says I can't due to a 'past due balance'. My balance is ZERO! I have the paid invoice to prove it. This is a bug designed to keep customers. Also, your whole site is slow and painful to use. Just delete my account.",Account Management,Close Account,Account Management_Close Account
205,A_2,"I want to close my account. The site says I can't due to a 'past due balance'. My balance is ZERO! I have the paid invoice to prove it. This is a bug designed to keep customers. Also, your whole site is slow and painful to use. Just delete my account.",Account Management,Close Account,Account Management_Close Account
205,A_3,"I want to close my account. The site says I can't due to a 'past due balance'. My balance is ZERO! I have the paid invoice to prove it. This is a bug designed to keep customers. Also, your whole site is slow and painful to use. Just delete my account.",Account Management,Close Account,Account Management_Close Account
205,A_4,"I want to close my account. The site says I can't due to a 'past due balance'. My balance is ZERO! I have the paid invoice to prove it. This is a bug designed to keep customers. Also, your whole site is slow and painful to use. Just delete my account.",Technical Issue,Feature Bug,Technical Issue_Feature Bug
205,A_5,"I want to close my account. The site says I can't due to a 'past due balance'. My balance is ZERO! I have the paid invoice to prove it. This is a bug designed to keep customers. Also, your whole site is slow and painful to use. Just delete my account.",Account Management,Close Account,Account Management_Close Account
205,A_6,"I want to close my account. The site says I can't due to a 'past due balance'. My balance is ZERO! I have the paid invoice to prove it. This is a bug designed to keep customers. Also, your whole site is slow and painful to use. Just delete my account.",Technical Issue,Performance Issue,Technical Issue_Performance Issue
205,A_7,"I want to close my account. The site says I can't due to a 'past due balance'. My balance is ZERO! I have the paid invoice to prove it. This is a bug designed to keep customers. Also, your whole site is slow and painful to use. Just delete my account.",Account Management,Close Account,Account Management_Close Account
206,A_1,"I am trying to log in from my new laptop, and it wants a verification code from an old phone number I no longer have. I am stuck. I cannot get in to update my phone number. I also believe my last invoice is incorrect, but I cannot see it. Your security has locked me out of my own account.",Technical Issue,Login Issue,Technical Issue_Login Issue
206,A_2,"I am trying to log in from my new laptop, and it wants a verification code from an old phone number I no longer have. I am stuck. I cannot get in to update my phone number. I also believe my last invoice is incorrect, but I cannot see it. Your security has locked me out of my own account.",Technical Issue,Login Issue,Technical Issue_Login Issue
206,A_3,"I am trying to log in from my new laptop, and it wants a verification code from an old phone number I no longer have. I am stuck. I cannot get in to update my phone number. I also believe my last invoice is incorrect, but I cannot see it. Your security has locked me out of my own account.",Technical Issue,Login Issue,Technical Issue_Login Issue
206,A_4,"I am trying to log in from my new laptop, and it wants a verification code from an old phone number I no longer have. I am stuck. I cannot get in to update my phone number. I also believe my last invoice is incorrect, but I cannot see it. Your security has locked me out of my own account.",Account Management,Update Personal Info,Account Management_Update Personal Info
206,A_5,"I am trying to log in from my new laptop, and it wants a verification code from an old phone number I no longer have. I am stuck. I cannot get in to update my phone number. I also believe my last invoice is incorrect, but I cannot see it. Your security has locked me out of my own account.",Technical Issue,Login Issue,Technical Issue_Login Issue
206,A_6,"I am trying to log in from my new laptop, and it wants a verification code from an old phone number I no longer have. I am stuck. I cannot get in to update my phone number. I also believe my last invoice is incorrect, but I cannot see it. Your security has locked me out of my own account.",Billing,Invoice Inquiry,Billing_Invoice Inquiry
206,A_7,"I am trying to log in from my new laptop, and it wants a verification code from an old phone number I no longer have. I am stuck. I cannot get in to update my phone number. I also believe my last invoice is incorrect, but I cannot see it. Your security has locked me out of my own account.",Technical Issue,Login Issue,Technical Issue_Login Issue
207,A_1,The data export feature failed in the middle of a large job and corrupted our data. This will cost us hours of work to fix. The app has also been freezing all day. We pay a lot for this and this instability is a joke. We expect a large credit on our next invoice to compensate for this.,Billing,Invoice Inquiry,Billing_Invoice Inquiry
207,A_2,The data export feature failed in the middle of a large job and corrupted our data. This will cost us hours of work to fix. The app has also been freezing all day. We pay a lot for this and this instability is a joke. We expect a large credit on our next invoice to compensate for this.,Technical Issue,Feature Bug,Technical Issue_Feature Bug
207,A_3,The data export feature failed in the middle of a large job and corrupted our data. This will cost us hours of work to fix. The app has also been freezing all day. We pay a lot for this and this instability is a joke. We expect a large credit on our next invoice to compensate for this.,Technical Issue,Feature Bug,Technical Issue_Feature Bug
207,A_4,The data export feature failed in the middle of a large job and corrupted our data. This will cost us hours of work to fix. The app has also been freezing all day. We pay a lot for this and this instability is a joke. We expect a large credit on our next invoice to compensate for this.,Technical Issue,Feature Bug,Technical Issue_Feature Bug
207,A_5,The data export feature failed in the middle of a large job and corrupted our data. This will cost us hours of work to fix. The app has also been freezing all day. We pay a lot for this and this instability is a joke. We expect a large credit on our next invoice to compensate for this.,Technical Issue,Feature Bug,Technical Issue_Feature Bug
207,A_6,The data export feature failed in the middle of a large job and corrupted our data. This will cost us hours of work to fix. The app has also been freezing all day. We pay a lot for this and this instability is a joke. We expect a large credit on our next invoice to compensate for this.,Technical Issue,Performance Issue,Technical Issue_Performance Issue
207,A_7,The data export feature failed in the middle of a large job and corrupted our data. This will cost us hours of work to fix. The app has also been freezing all day. We pay a lot for this and this instability is a joke. We expect a large credit on our next invoice to compensate for this.,Technical Issue,Feature Bug,Technical Issue_Feature Bug
208,A_1,"I cancelled my account last month but you billed me $70 again. What is happening? I demand a refund and I want you to confirm my account is actually closed. I tried to log in to check, but my account is disabled, so I can't even see the billing page. This feels like a scam.",Billing,Refund Request,Billing_Refund Request
208,A_2,"I cancelled my account last month but you billed me $70 again. What is happening? I demand a refund and I want you to confirm my account is actually closed. I tried to log in to check, but my account is disabled, so I can't even see the billing page. This feels like a scam.",Billing,Refund Request,Billing_Refund Request
208,A_3,"I cancelled my account last month but you billed me $70 again. What is happening? I demand a refund and I want you to confirm my account is actually closed. I tried to log in to check, but my account is disabled, so I can't even see the billing page. This feels like a scam.",Billing,Refund Request,Billing_Refund Request
208,A_4,"I cancelled my account last month but you billed me $70 again. What is happening? I demand a refund and I want you to confirm my account is actually closed. I tried to log in to check, but my account is disabled, so I can't even see the billing page. This feels like a scam.",Account Management,Close Account,Account Management_Close Account
208,A_5,"I cancelled my account last month but you billed me $70 again. What is happening? I demand a refund and I want you to confirm my account is actually closed. I tried to log in to check, but my account is disabled, so I can't even see the billing page. This feels like a scam.",Billing,Refund Request,Billing_Refund Request
208,A_6,"I cancelled my account last month but you billed me $70 again. What is happening? I demand a refund and I want you to confirm my account is actually closed. I tried to log in to check, but my account is disabled, so I can't even see the billing page. This feels like a scam.",Billing,Unrecognized Charge,Billing_Unrecognized Charge
208,A_7,"I cancelled my account last month but you billed me $70 again. What is happening? I demand a refund and I want you to confirm my account is actually closed. I tried to log in to check, but my account is disabled, so I can't even see the billing page. This feels like a scam.",Account Management,Close Account,Account Management_Close Account
